model,disease,run,llm_n,kept,dropped,coverage,zero_kept
groq-qwen3.8-27b,hereditary_cancer,groq-qwen3.8-27b-run004,10,5,5,0.500,0
groq-qwen3.8-27b,hypertrophic_cardiomyopathy,groq-qwen3.8-27b-run004,9,2,7,0.222,0
groq-qwen3.8-27b,parkinsons_disease,groq-qwen3.8-27b-run004,10,2,8,0.200,0
groq-qwen3.8-27b,primary_immunodeficiency,groq-qwen3.8-27b-run004,10,1,9,0.100,0
groq-qwen3.8-27b,type2_diabetes,groq-qwen3.8-27b-run004,4,0,4,0.000,1
groq-qwen3.8-27b,alzheimers_disease,groq-qwen3.8-27b-run005,10,1,9,0.100,0
groq-qwen3.8-27b,hereditary_cancer,groq-qwen3.8-27b-run005,10,4,6,0.400,0
groq-qwen3.8-27b,hypertrophic_cardiomyopathy,groq-qwen3.8-27b-run005,9,2,7,0.222,0
groq-qwen3.8-27b,parkinsons_disease,groq-qwen3.8-27b-run005,10,2,8,0.200,0
groq-qwen3.8-27b,primary_immunodeficiency,groq-qwen3.8-27b-run005,10,1,9,0.100,0
groq-qwen3.8-27b,type2_diabetes,groq-qwen3.8-27b-run005,4,0,4,0.000,1
groq-qwen3.8-27b,alzheimers_disease,groq-qwen3.8-27b-run006,10,1,9,0.100,0
groq-qwen3.8-27b,hereditary_cancer,groq-qwen3.8-27b-run006,10,5,5,0.500,0
groq-qwen3.8-27b,hypertrophic_cardiomyopathy,groq-qwen3.8-27b-run006,9,2,7,0.222,0
groq-qwen3.8-27b,parkinsons_disease,groq-qwen3.8-27b-run006,10,2,8,0.200,0
groq-qwen3.8-27b,primary_immunodeficiency,groq-qwen3.8-27b-run006,10,1,9,0.100,0
groq-qwen3.8-27b,type2_diabetes,groq-qwen3.8-27b-run006,4,0,4,0.000,1
groq-qwen3.8-27b,alzheimers_disease,groq-qwen3.8-27b-run007,10,2,8,0.200,0
groq-qwen3.8-27b,hereditary_cancer,groq-qwen3.8-27b-run007,10,5,5,0.500,0
groq-qwen3.8-27b,hypertrophic_cardiomyopathy,groq-qwen3.8-27b-run007,10,2,8,0.200,0
groq-qwen3.8-27b,parkinsons_disease,groq-qwen3.8-27b-run007,10,2,8,0.200,0
groq-qwen3.8-27b,primary_immunodeficiency,groq-qwen3.8-27b-run007,10,1,9,0.100,0
groq-qwen3.8-27b,type2_diabetes,groq-qwen3.8-27b-run007,4,0,4,0.000,1
groq-qwen3.8-27b,alzheimers_disease,groq-qwen3.8-27b-run008,10,1,9,0.100,0
groq-qwen3.8-27b,hereditary_cancer,groq-qwen3.8-27b-run008,10,5,5,0.500,0
groq-qwen3.8-27b,hypertrophic_cardiomyopathy,groq-qwen3.8-27b-run008,9,2,7,0.222,0
groq-qwen3.8-27b,parkinsons_disease,groq-qwen3.8-27b-run008,10,2,8,0.200,0
groq-qwen3.8-27b,primary_immunodeficiency,groq-qwen3.8-27b-run008,10,1,9,0.100,0
groq-qwen3.8-27b,type2_diabetes,groq-qwen3.8-27b-run008,10,0,10,0.000,1
groq-qwen3.8-27b,alzheimers_disease,groq-qwen3.8-27b-run009,10,1,9,0.100,0
groq-qwen3.8-27b,hereditary_cancer,groq-qwen3.8-27b-run009,10,4,6,0.400,0
groq-qwen3.8-27b,hypertrophic_cardiomyopathy,groq-qwen3.8-27b-run009,10,2,8,0.200,0
groq-qwen3.8-27b,parkinsons_disease,groq-qwen3.8-27b-run009,10,2,8,0.200,0
groq-qwen3.8-27b,primary_immunodeficiency,groq-qwen3.8-27b-run009,10,1,9,0.100,0
groq-qwen3.8-27b,type2_diabetes,groq-qwen3.8-27b-run009,4,0,4,0.000,1
groq-qwen3.8-27b,alzheimers_disease,groq-qwen3.8-27b-run010,10,2,8,0.200,0
groq-qwen3.8-27b,hereditary_cancer,groq-qwen3.8-27b-run010,10,5,5,0.500,0
groq-qwen3.8-27b,hypertrophic_cardiomyopathy,groq-qwen3.8-27b-run010,10,2,8,0.200,0
groq-qwen3.8-27b,parkinsons_disease,groq-qwen3.8-27b-run010,10,2,8,0.200,0
groq-qwen3.8-27b,primary_immunodeficiency,groq-qwen3.8-27b-run010,10,1,9,0.100,0
groq-qwen3.8-27b,type2_diabetes,groq-qwen3.8-27b-run010,4,0,4,0.000,1
groq-qwen3.8-27b,alzheimers_disease,groq-qwen3.8-27b-run011,10,1,9,0.100,0
groq-qwen3.8-27b,hereditary_cancer,groq-qwen3.8-27b-run011,10,4,6,0.400,0
groq-qwen3.8-27b,hypertrophic_cardiomyopathy,groq-qwen3.8-27b-run011,10,2,8,0.200,0
groq-qwen3.8-27b,parkinsons_disease,groq-qwen3.8-27b-run011,10,2,8,0.200,0
groq-qwen3.8-27b,primary_immunodeficiency,groq-qwen3.8-27b-run011,10,1,9,0.100,0
groq-qwen3.8-27b,type2_diabetes,groq-qwen3.8-27b-run011,10,0,10,0.000,1
groq-qwen3.8-27b,alzheimers_disease,groq-qwen3.8-27b-run012,10,1,9,0.100,0
groq-qwen3.8-27b,hereditary_cancer,groq-qwen3.8-27b-run012,10,4,6,0.400,0
groq-qwen3.8-27b,hypertrophic_cardiomyopathy,groq-qwen3.8-27b-run012,10,2,8,0.200,0
groq-qwen3.8-27b,parkinsons_disease,groq-qwen3.8-27b-run012,10,2,8,0.200,0
groq-qwen3.8-27b,primary_immunodeficiency,groq-qwen3.8-27b-run012,10,1,9,0.100,0
groq-qwen3.8-27b,type2_diabetes,groq-qwen3.8-27b-run012,4,0,4,0.000,1
groq-qwen3.8-27b,alzheimers_disease,groq-qwen3.8-27b-run013,10,1,9,0.100,0
groq-qwen3.8-27b,hereditary_cancer,groq-qwen3.8-27b-run013,10,4,6,0.400,0
groq-qwen3.8-27b,hypertrophic_cardiomyopathy,groq-qwen3.8-27b-run013,10,2,8,0.200,0
groq-qwen3.8-27b,parkinsons_disease,groq-qwen3.8-27b-run013,10,2,8,0.200,0
groq-qwen3.8-27b,primary_immunodeficiency,groq-qwen3.8-27b-run013,10,1,9,0.100,0
groq-qwen3.8-27b,type2_diabetes,groq-qwen3.8-27b-run013,4,0,4,0.000,1
groq-qwen3.8-27b,alzheimers_disease,groq-qwen3.8-27b-run014,10,1,9,0.100,0
groq-qwen3.8-27b,hereditary_cancer,groq-qwen3.8-27b-run014,10,5,5,0.500,0
groq-qwen3.8-27b,hypertrophic_cardiomyopathy,groq-qwen3.8-27b-run014,10,2,8,0.200,0
groq-qwen3.8-27b,parkinsons_disease,groq-qwen3.8-27b-run014,10,2,8,0.200,0
groq-qwen3.8-27b,primary_immunodeficiency,groq-qwen3.8-27b-run014,10,1,9,0.100,0
groq-qwen3.8-27b,type2_diabetes,groq-qwen3.8-27b-run014,4,0,4,0.000,1
groq-qwen3.8-27b,alzheimers_disease,groq-qwen3.8-27b-run015,10,2,8,0.200,0
groq-qwen3.8-27b,hereditary_cancer,groq-qwen3.8-27b-run015,10,5,5,0.500,0
groq-qwen3.8-27b,hypertrophic_cardiomyopathy,groq-qwen3.8-27b-run015,9,2,7,0.222,0
groq-qwen3.8-27b,parkinsons_disease,groq-qwen3.8-27b-run015,10,2,8,0.200,0
groq-qwen3.8-27b,primary_immunodeficiency,groq-qwen3.8-27b-run015,10,1,9,0.100,0
groq-qwen3.8-27b,type2_diabetes,groq-qwen3.8-27b-run015,4,0,4,0.000,1
groq-qwen3.8-27b,alzheimers_disease,groq-qwen3.8-27b-run016,10,1,9,0.100,0
groq-qwen3.8-27b,hereditary_cancer,groq-qwen3.8-27b-run016,10,5,5,0.500,0
groq-qwen3.8-27b,hypertrophic_cardiomyopathy,groq-qwen3.8-27b-run016,10,2,8,0.200,0
groq-qwen3.8-27b,parkinsons_disease,groq-qwen3.8-27b-run016,10,2,8,0.200,0
groq-qwen3.8-27b,primary_immunodeficiency,groq-qwen3.8-27b-run016,10,1,9,0.100,0
groq-qwen3.8-27b,type2_diabetes,groq-qwen3.8-27b-run016,10,0,10,0.000,1
groq-qwen3.8-27b,alzheimers_disease,groq-qwen3.8-27b-run017,10,2,8,0.200,0
groq-qwen3.8-27b,hereditary_cancer,groq-qwen3.8-27b-run017,10,4,6,0.400,0
groq-qwen3.8-27b,hypertrophic_cardiomyopathy,groq-qwen3.8-27b-run017,10,2,8,0.200,0
groq-qwen3.8-27b,parkinsons_disease,groq-qwen3.8-27b-run017,10,2,8,0.200,0
groq-qwen3.8-27b,primary_immunodeficiency,groq-qwen3.8-27b-run017,10,1,9,0.100,0
groq-qwen3.8-27b,type2_diabetes,groq-qwen3.8-27b-run017,10,0,10,0.000,1
groq-qwen3.8-27b,alzheimers_disease,groq-qwen3.8-27b-run018,10,1,9,0.100,0
groq-qwen3.8-27b,hereditary_cancer,groq-qwen3.8-27b-run018,10,5,5,0.500,0
groq-qwen3.8-27b,hypertrophic_cardiomyopathy,groq-qwen3.8-27b-run018,10,2,8,0.200,0
groq-qwen3.8-27b,parkinsons_disease,groq-qwen3.8-27b-run018,10,2,8,0.200,0
groq-qwen3.8-27b,primary_immunodeficiency,groq-qwen3.8-27b-run018,10,1,9,0.100,0
groq-qwen3.8-27b,type2_diabetes,groq-qwen3.8-27b-run018,10,0,10,0.000,1
groq-qwen3.8-27b,alzheimers_disease,groq-qwen3.8-27b-run019,10,2,8,0.200,0
groq-qwen3.8-27b,hereditary_cancer,groq-qwen3.8-27b-run019,10,4,6,0.400,0
groq-qwen3.8-27b,hypertrophic_cardiomyopathy,groq-qwen3.8-27b-run019,10,2,8,0.200,0
groq-qwen3.8-27b,parkinsons_disease,groq-qwen3.8-27b-run019,10,2,8,0.200,0
groq-qwen3.8-27b,primary_immunodeficiency,groq-qwen3.8-27b-run019,10,1,9,0.100,0
groq-qwen3.8-27b,type2_diabetes,groq-qwen3.8-27b-run019,4,0,4,0.000,1
groq-qwen3.8-27b,alzheimers_disease,groq-qwen3.8-27b-run020,10,2,8,0.200,0
groq-qwen3.8-27b,hereditary_cancer,groq-qwen3.8-27b-run020,10,5,5,0.500,0
groq-qwen3.8-27b,hypertrophic_cardiomyopathy,groq-qwen3.8-27b-run020,9,2,7,0.222,0
groq-qwen3.8-27b,parkinsons_disease,groq-qwen3.8-27b-run020,10,2,8,0.200,0
groq-qwen3.8-27b,primary_immunodeficiency,groq-qwen3.8-27b-run020,10,1,9,0.100,0
groq-qwen3.8-27b,type2_diabetes,groq-qwen3.8-27b-run020,4,0,4,0.000,1
groq-qwen3.8-27b,alzheimers_disease,groq-qwen3.8-27b-run021,10,1,9,0.100,0
groq-qwen3.8-27b,hereditary_cancer,groq-qwen3.8-27b-run021,10,5,5,0.500,0
groq-qwen3.8-27b,hypertrophic_cardiomyopathy,groq-qwen3.8-27b-run021,9,2,7,0.222,0
groq-qwen3.8-27b,parkinsons_disease,groq-qwen3.8-27b-run021,10,2,8,0.200,0
groq-qwen3.8-27b,primary_immunodeficiency,groq-qwen3.8-27b-run021,10,1,9,0.100,0
groq-qwen3.8-27b,type2_diabetes,groq-qwen3.8-27b-run021,4,0,4,0.000,1
groq-qwen3.8-27b,alzheimers_disease,groq-qwen3.8-27b-run022,10,2,8,0.200,0
groq-qwen3.8-27b,hereditary_cancer,groq-qwen3.8-27b-run022,10,5,5,0.500,0
groq-qwen3.8-27b,hypertrophic_cardiomyopathy,groq-qwen3.8-27b-run022,10,2,8,0.200,0
groq-qwen3.8-27b,parkinsons_disease,groq-qwen3.8-27b-run022,10,2,8,0.200,0
groq-qwen3.8-27b,primary_immunodeficiency,groq-qwen3.8-27b-run022,10,1,9,0.100,0
groq-qwen3.8-27b,type2_diabetes,groq-qwen3.8-27b-run022,10,0,10,0.000,1
groq-qwen3.8-27b,alzheimers_disease,groq-qwen3.8-27b-run023,10,2,8,0.200,0
groq-qwen3.8-27b,hereditary_cancer,groq-qwen3.8-27b-run023,10,4,6,0.400,0
groq-qwen3.8-27b,hypertrophic_cardiomyopathy,groq-qwen3.8-27b-run023,9,2,7,0.222,0
groq-qwen3.8-27b,parkinsons_disease,groq-qwen3.8-27b-run023,10,2,8,0.200,0
groq-qwen3.8-27b,primary_immunodeficiency,groq-qwen3.8-27b-run023,10,1,9,0.100,0
groq-qwen3.8-27b,type2_diabetes,groq-qwen3.8-27b-run023,10,0,10,0.000,1
groq-qwen3.8-27b,alzheimers_disease,groq-qwen3.8-27b-run024,10,1,9,0.100,0
groq-qwen3.8-27b,hereditary_cancer,groq-qwen3.8-27b-run024,10,4,6,0.400,0
groq-qwen3.8-27b,hypertrophic_cardiomyopathy,groq-qwen3.8-27b-run024,9,2,7,0.222,0
groq-qwen3.8-27b,parkinsons_disease,groq-qwen3.8-27b-run024,10,2,8,0.200,0
groq-qwen3.8-27b,primary_immunodeficiency,groq-qwen3.8-27b-run024,10,1,9,0.100,0
groq-qwen3.8-27b,type2_diabetes,groq-qwen3.8-27b-run024,10,0,10,0.000,1
groq-qwen3.8-27b,alzheimers_disease,groq-qwen3.8-27b-run025,10,2,8,0.200,0
groq-qwen3.8-27b,hereditary_cancer,groq-qwen3.8-27b-run025,10,5,5,0.500,0
groq-qwen3.8-27b,hypertrophic_cardiomyopathy,groq-qwen3.8-27b-run025,9,2,7,0.222,0
groq-qwen3.8-27b,parkinsons_disease,groq-qwen3.8-27b-run025,10,2,8,0.200,0
groq-qwen3.8-27b,primary_immunodeficiency,groq-qwen3.8-27b-run025,10,1,9,0.100,0
groq-qwen3.8-27b,type2_diabetes,groq-qwen3.8-27b-run025,4,0,4,0.000,1
groq-qwen3.8-27b,alzheimers_disease,groq-qwen3.8-27b-run033,10,2,8,0.200,0
groq-qwen3.8-27b,hereditary_cancer,groq-qwen3.8-27b-run033,10,4,6,0.400,0
groq-qwen3.8-27b,hypertrophic_cardiomyopathy,groq-qwen3.8-27b-run033,10,2,8,0.200,0
groq-qwen3.8-27b,parkinsons_disease,groq-qwen3.8-27b-run033,10,2,8,0.200,0
groq-qwen3.8-27b,primary_immunodeficiency,groq-qwen3.8-27b-run033,10,1,9,0.100,0
groq-qwen3.8-27b,type2_diabetes,groq-qwen3.8-27b-run033,4,0,4,0.000,1
groq-qwen3.8-27b,alzheimers_disease,groq-qwen3.8-27b-run034,10,2,8,0.200,0
groq-qwen3.8-27b,hereditary_cancer,groq-qwen3.8-27b-run034,10,4,6,0.400,0
groq-qwen3.8-27b,hypertrophic_cardiomyopathy,groq-qwen3.8-27b-run034,9,2,7,0.222,0
groq-qwen3.8-27b,parkinsons_disease,groq-qwen3.8-27b-run034,10,2,8,0.200,0
groq-qwen3.8-27b,primary_immunodeficiency,groq-qwen3.8-27b-run034,10,1,9,0.100,0
groq-qwen3.8-27b,type2_diabetes,groq-qwen3.8-27b-run034,4,0,4,0.000,1
groq-qwen3.8-27b,alzheimers_disease,groq-qwen3.8-27b-run035,10,1,9,0.100,0
groq-qwen3.8-27b,hereditary_cancer,groq-qwen3.8-27b-run035,10,5,5,0.500,0
groq-qwen3.8-27b,hypertrophic_cardiomyopathy,groq-qwen3.8-27b-run035,10,2,8,0.200,0
groq-qwen3.8-27b,parkinsons_disease,groq-qwen3.8-27b-run035,10,2,8,0.200,0
groq-qwen3.8-27b,primary_immunodeficiency,groq-qwen3.8-27b-run035,10,1,9,0.100,0
groq-qwen3.8-27b,type2_diabetes,groq-qwen3.8-27b-run035,4,0,4,0.000,1
groq-qwen3.8-27b,alzheimers_disease,groq-qwen3.8-27b-run036,10,1,9,0.100,0
groq-qwen3.8-27b,hereditary_cancer,groq-qwen3.8-27b-run036,10,4,6,0.400,0
groq-qwen3.8-27b,hypertrophic_cardiomyopathy,groq-qwen3.8-27b-run036,9,2,7,0.222,0
groq-qwen3.8-27b,parkinsons_disease,groq-qwen3.8-27b-run036,10,2,8,0.200,0
groq-qwen3.8-27b,primary_immunodeficiency,groq-qwen3.8-27b-run036,10,1,9,0.100,0
groq-qwen3.8-27b,type2_diabetes,groq-qwen3.8-27b-run036,4,0,4,0.000,1
groq-qwen3.8-27b,alzheimers_disease,groq-qwen3.8-27b-run037,10,2,8,0.200,0
groq-qwen3.8-27b,hereditary_cancer,groq-qwen3.8-27b-run037,10,5,5,0.500,0
groq-qwen3.8-27b,hypertrophic_cardiomyopathy,groq-qwen3.8-27b-run037,9,2,7,0.222,0
groq-qwen3.8-27b,parkinsons_disease,groq-qwen3.8-27b-run037,10,2,8,0.200,0
groq-qwen3.8-27b,primary_immunodeficiency,groq-qwen3.8-27b-run037,10,1,9,0.100,0
groq-qwen3.8-27b,type2_diabetes,groq-qwen3.8-27b-run037,4,0,4,0.000,1
groq-qwen3.8-27b,alzheimers_disease,groq-qwen3.8-27b-run038,10,2,8,0.200,0
groq-qwen3.8-27b,hereditary_cancer,groq-qwen3.8-27b-run038,10,5,5,0.500,0
groq-qwen3.8-27b,hypertrophic_cardiomyopathy,groq-qwen3.8-27b-run038,9,2,7,0.222,0
groq-qwen3.8-27b,parkinsons_disease,groq-qwen3.8-27b-run038,10,2,8,0.200,0
groq-qwen3.8-27b,primary_immunodeficiency,groq-qwen3.8-27b-run038,10,1,9,0.100,0
groq-qwen3.8-27b,type2_diabetes,groq-qwen3.8-27b-run038,10,0,10,0.000,1
groq-qwen3.8-27b,alzheimers_disease,groq-qwen3.8-27b-run039,10,2,8,0.200,0
groq-qwen3.8-27b,hereditary_cancer,groq-qwen3.8-27b-run039,10,5,5,0.500,0
groq-qwen3.8-27b,hypertrophic_cardiomyopathy,groq-qwen3.8-27b-run039,10,2,8,0.200,0
groq-qwen3.8-27b,parkinsons_disease,groq-qwen3.8-27b-run039,10,2,8,0.200,0
groq-qwen3.8-27b,primary_immunodeficiency,groq-qwen3.8-27b-run039,10,1,9,0.100,0
groq-qwen3.8-27b,type2_diabetes,groq-qwen3.8-27b-run039,10,0,10,0.000,1
groq-qwen3.8-27b,alzheimers_disease,groq-qwen3.8-27b-run040,10,2,8,0.200,0
groq-qwen3.8-27b,hereditary_cancer,groq-qwen3.8-27b-run040,10,5,5,0.500,0
groq-qwen3.8-27b,hypertrophic_cardiomyopathy,groq-qwen3.8-27b-run040,9,2,7,0.222,0
groq-qwen3.8-27b,parkinsons_disease,groq-qwen3.8-27b-run040,10,2,8,0.200,0
groq-qwen3.8-27b,primary_immunodeficiency,groq-qwen3.8-27b-run040,10,1,9,0.100,0
groq-qwen3.8-27b,type2_diabetes,groq-qwen3.8-27b-run040,10,0,10,0.000,1
groq-qwen3.8-27b,alzheimers_disease,groq-qwen3.8-27b-run041,10,2,8,0.200,0
groq-qwen3.8-27b,hereditary_cancer,groq-qwen3.8-27b-run041,10,4,6,0.400,0
groq-qwen3.8-27b,hypertrophic_cardiomyopathy,groq-qwen3.8-27b-run041,9,2,7,0.222,0
groq-qwen3.8-27b,parkinsons_disease,groq-qwen3.8-27b-run041,10,2,8,0.200,0
groq-qwen3.8-27b,primary_immunodeficiency,groq-qwen3.8-27b-run041,10,1,9,0.100,0
groq-qwen3.8-27b,type2_diabetes,groq-qwen3.8-27b-run041,10,0,10,0.000,1
groq-qwen3.8-27b,alzheimers_disease,groq-qwen3.8-27b-run042,10,1,9,0.100,0
groq-qwen3.8-27b,hereditary_cancer,groq-qwen3.8-27b-run042,10,4,6,0.400,0
groq-qwen3.8-27b,hypertrophic_cardiomyopathy,groq-qwen3.8-27b-run042,10,2,8,0.200,0
groq-qwen3.8-27b,parkinsons_disease,groq-qwen3.8-27b-run042,10,2,8,0.200,0
groq-qwen3.8-27b,primary_immunodeficiency,groq-qwen3.8-27b-run042,10,1,9,0.100,0
groq-qwen3.8-27b,type2_diabetes,groq-qwen3.8-27b-run042,4,0,4,0.000,1
groq-qwen3.8-27b,alzheimers_disease,groq-qwen3.8-27b-run043,10,2,8,0.200,0
groq-qwen3.8-27b,hereditary_cancer,groq-qwen3.8-27b-run043,10,5,5,0.500,0
groq-qwen3.8-27b,hypertrophic_cardiomyopathy,groq-qwen3.8-27b-run043,9,2,7,0.222,0
groq-qwen3.8-27b,parkinsons_disease,groq-qwen3.8-27b-run043,10,2,8,0.200,0
groq-qwen3.8-27b,primary_immunodeficiency,groq-qwen3.8-27b-run043,10,1,9,0.100,0
groq-qwen3.8-27b,type2_diabetes,groq-qwen3.8-27b-run043,4,0,4,0.000,1
groq-qwen3.8-27b,alzheimers_disease,groq-qwen3.8-27b-run044,10,2,8,0.200,0
groq-qwen3.8-27b,hereditary_cancer,groq-qwen3.8-27b-run044,10,5,5,0.500,0
groq-qwen3.8-27b,hypertrophic_cardiomyopathy,groq-qwen3.8-27b-run044,10,2,8,0.200,0
groq-qwen3.8-27b,parkinsons_disease,groq-qwen3.8-27b-run044,10,2,8,0.200,0
groq-qwen3.8-27b,primary_immunodeficiency,groq-qwen3.8-27b-run044,10,1,9,0.100,0
groq-qwen3.8-27b,type2_diabetes,groq-qwen3.8-27b-run044,4,0,4,0.000,1
groq-qwen3.8-27b,alzheimers_disease,groq-qwen3.8-27b-run045,10,2,8,0.200,0
groq-qwen3.8-27b,hereditary_cancer,groq-qwen3.8-27b-run045,10,4,6,0.400,0
groq-qwen3.8-27b,hypertrophic_cardiomyopathy,groq-qwen3.8-27b-run045,10,2,8,0.200,0
groq-qwen3.8-27b,parkinsons_disease,groq-qwen3.8-27b-run045,10,2,8,0.200,0
groq-qwen3.8-27b,primary_immunodeficiency,groq-qwen3.8-27b-run045,10,1,9,0.100,0
groq-qwen3.8-27b,type2_diabetes,groq-qwen3.8-27b-run045,10,0,10,0.000,1
groq-qwen3.8-27b,alzheimers_disease,groq-qwen3.8-27b-run046,10,2,8,0.200,0
groq-qwen3.8-27b,hereditary_cancer,groq-qwen3.8-27b-run046,10,5,5,0.500,0
groq-qwen3.8-27b,hypertrophic_cardiomyopathy,groq-qwen3.8-27b-run046,10,2,8,0.200,0
groq-qwen3.8-27b,parkinsons_disease,groq-qwen3.8-27b-run046,10,2,8,0.200,0
groq-qwen3.8-27b,primary_immunodeficiency,groq-qwen3.8-27b-run046,10,1,9,0.100,0
groq-qwen3.8-27b,type2_diabetes,groq-qwen3.8-27b-run046,4,0,4,0.000,1
groq-qwen3.8-27b,alzheimers_disease,groq-qwen3.8-27b-run047,10,1,9,0.100,0
groq-qwen3.8-27b,hereditary_cancer,groq-qwen3.8-27b-run047,10,5,5,0.500,0
groq-qwen3.8-27b,hypertrophic_cardiomyopathy,groq-qwen3.8-27b-run047,9,2,7,0.222,0
groq-qwen3.8-27b,parkinsons_disease,groq-qwen3.8-27b-run047,10,2,8,0.200,0
groq-qwen3.8-27b,primary_immunodeficiency,groq-qwen3.8-27b-run047,10,1,9,0.100,0
groq-qwen3.8-27b,type2_diabetes,groq-qwen3.8-27b-run047,10,0,10,0.000,1
groq-qwen3.8-27b,alzheimers_disease,groq-qwen3.8-27b-run048,10,2,8,0.200,0
groq-qwen3.8-27b,hereditary_cancer,groq-qwen3.8-27b-run048,10,4,6,0.400,0
groq-qwen3.8-27b,hypertrophic_cardiomyopathy,groq-qwen3.8-27b-run048,10,2,8,0.200,0
groq-qwen3.8-27b,parkinsons_disease,groq-qwen3.8-27b-run048,10,2,8,0.200,0
groq-qwen3.8-27b,primary_immunodeficiency,groq-qwen3.8-27b-run048,10,1,9,0.100,0
groq-qwen3.8-27b,type2_diabetes,groq-qwen3.8-27b-run048,4,0,4,0.000,1
groq-qwen3.8-27b,alzheimers_disease,groq-qwen3.8-27b-run049,10,2,8,0.200,0
groq-qwen3.8-27b,hereditary_cancer,groq-qwen3.8-27b-run049,10,5,5,0.500,0
groq-qwen3.8-27b,hypertrophic_cardiomyopathy,groq-qwen3.8-27b-run049,9,2,7,0.222,0
groq-qwen3.8-27b,parkinsons_disease,groq-qwen3.8-27b-run049,10,2,8,0.200,0
groq-qwen3.8-27b,primary_immunodeficiency,groq-qwen3.8-27b-run049,10,1,9,0.100,0
groq-qwen3.8-27b,type2_diabetes,groq-qwen3.8-27b-run049,10,0,10,0.000,1
groq-qwen3.8-27b,alzheimers_disease,groq-qwen3.8-27b-run050,10,2,8,0.200,0
groq-qwen3.8-27b,hereditary_cancer,groq-qwen3.8-27b-run050,10,5,5,0.500,0
groq-qwen3.8-27b,hypertrophic_cardiomyopathy,groq-qwen3.8-27b-run050,10,2,8,0.200,0
groq-qwen3.8-27b,parkinsons_disease,groq-qwen3.8-27b-run050,10,2,8,0.200,0
groq-qwen3.8-27b,primary_immunodeficiency,groq-qwen3.8-27b-run050,10,1,9,0.100,0
groq-qwen3.8-27b,type2_diabetes,groq-qwen3.8-27b-run050,10,0,10,0.000,1
groq-qwen3.8-27b,alzheimers_disease,groq-qwen3.8-27b-run051,10,2,8,0.200,0
groq-qwen3.8-27b,hereditary_cancer,groq-qwen3.8-27b-run051,10,5,5,0.500,0
groq-qwen3.8-27b,hypertrophic_cardiomyopathy,groq-qwen3.8-27b-run051,10,2,8,0.200,0
groq-qwen3.8-27b,parkinsons_disease,groq-qwen3.8-27b-run051,10,2,8,0.200,0
groq-qwen3.8-27b,primary_immunodeficiency,groq-qwen3.8-27b-run051,10,1,9,0.100,0
groq-qwen3.8-27b,type2_diabetes,groq-qwen3.8-27b-run051,10,0,10,0.000,1
groq-qwen3.8-27b,alzheimers_disease,groq-qwen3.8-27b-run052,10,2,8,0.200,0
groq-qwen3.8-27b,hereditary_cancer,groq-qwen3.8-27b-run052,10,4,6,0.400,0
groq-qwen3.8-27b,hypertrophic_cardiomyopathy,groq-qwen3.8-27b-run052,9,2,7,0.222,0
groq-qwen3.8-27b,parkinsons_disease,groq-qwen3.8-27b-run052,10,2,8,0.200,0
groq-qwen3.8-27b,primary_immunodeficiency,groq-qwen3.8-27b-run052,10,1,9,0.100,0
groq-qwen3.8-27b,type2_diabetes,groq-qwen3.8-27b-run052,4,0,4,0.000,1
groq-qwen3.8-27b,alzheimers_disease,groq-qwen3.8-27b-run053,10,1,9,0.100,0
groq-qwen3.8-27b,hereditary_cancer,groq-qwen3.8-27b-run053,10,5,5,0.500,0
groq-qwen3.8-27b,hypertrophic_cardiomyopathy,groq-qwen3.8-27b-run053,10,2,8,0.200,0
groq-qwen3.8-27b,parkinsons_disease,groq-qwen3.8-27b-run053,10,2,8,0.200,0
groq-qwen3.8-27b,primary_immunodeficiency,groq-qwen3.8-27b-run053,10,1,9,0.100,0
groq-qwen3.8-27b,type2_diabetes,groq-qwen3.8-27b-run053,4,0,4,0.000,1
groq-qwen3.8-27b,alzheimers_disease,groq-qwen3.8-27b-run055,10,2,8,0.200,0
groq-qwen3.8-27b,hereditary_cancer,groq-qwen3.8-27b-run055,10,5,5,0.500,0
groq-qwen3.8-27b,hypertrophic_cardiomyopathy,groq-qwen3.8-27b-run055,9,2,7,0.222,0
groq-qwen3.8-27b,parkinsons_disease,groq-qwen3.8-27b-run055,10,2,8,0.200,0
groq-qwen3.8-27b,primary_immunodeficiency,groq-qwen3.8-27b-run055,10,1,9,0.100,0
groq-qwen3.8-27b,type2_diabetes,groq-qwen3.8-27b-run055,4,0,4,0.000,1
groq-qwen3.8-27b,alzheimers_disease,groq-qwen3.8-27b-run056,10,2,8,0.200,0
groq-qwen3.8-27b,hereditary_cancer,groq-qwen3.8-27b-run056,10,5,5,0.500,0
groq-qwen3.8-27b,hypertrophic_cardiomyopathy,groq-qwen3.8-27b-run056,9,2,7,0.222,0
groq-qwen3.8-27b,parkinsons_disease,groq-qwen3.8-27b-run056,10,2,8,0.200,0
groq-qwen3.8-27b,primary_immunodeficiency,groq-qwen3.8-27b-run056,10,1,9,0.100,0
groq-qwen3.8-27b,type2_diabetes,groq-qwen3.8-27b-run056,4,0,4,0.000,1
groq-qwen3.8-27b,alzheimers_disease,groq-qwen3.8-27b-run057,10,2,8,0.200,0
groq-qwen3.8-27b,hereditary_cancer,groq-qwen3.8-27b-run057,10,5,5,0.500,0
groq-qwen3.8-27b,hypertrophic_cardiomyopathy,groq-qwen3.8-27b-run057,9,2,7,0.222,0
